CODICE_VIA,AREA,DESCRIZIONE_VIA,CIVICO,BARRATO,CAP,SEZIONE,MUNICIPIO
6399,VIA,ALBANI FRANCESCO,61,,148,1307,8
6399,VIA,ALBANI FRANCESCO,63,,148,1307,8
6399,VIA,ALBANI FRANCESCO,65,,148,1307,8
6399,VIA,ALBANI FRANCESCO,69,,148,1307,8
6399,VIA,ALBANI FRANCESCO,71,,148,1307,8
6327,VIA,ALBENGA,1,,153,1887,7
6327,VIA,ALBENGA,1,A,153,1887,7
6327,VIA,ALBENGA,2,,153,1887,7
6327,VIA,ALBENGA,2,A,153,1887,7
6327,VIA,ALBENGA,3,,153,1887,7
6327,VIA,ALBENGA,4,,153,1887,7
6327,VIA,ALBENGA,5,,153,1887,7
6327,VIA,ALBENGA,7,,153,1887,7
6327,VIA,ALBENGA,9,,153,1887,7
6327,VIA,ALBENGA,11,,153,1887,7
6327,VIA,ALBENGA,13,,153,1887,7
7298,VIA,ALBENZA,5,,155,1143,8
7298,VIA,ALBENZA,7,,155,1143,8
1650,VIA,ALBERICO DA BARBI.,2,,161,1459,9
1650,VIA,ALBERICO DA BARBI.,5,,161,1459,9
1650,VIA,ALBERICO DA BARBI.,6,,161,1459,9
1650,VIA,ALBERICO DA BARBI.,9,,161,1459,9
1650,VIA,ALBERICO DA BARBI.,17,,161,1459,9
1650,VIA,ALBERICO DA BARBI.,19,,161,1459,9
1650,VIA,ALBERICO DA BARBI.,25,,161,1459,9
1650,VIA,ALBERICO DA BARBI.,29,,161,1459,9
6589,VIA,ALBERICO DA ROSCI.C,4,,152,1291,7
6589,VIA,ALBERICO DA ROSCI.C,5,,152,1291,7
6589,VIA,ALBERICO DA ROSCI.C,6,,152,1291,7
6589,VIA,ALBERICO DA ROSCI.C,10,,152,1291,7
6589,VIA,ALBERICO DA ROSCI.C,11,,152,1291,7
6589,VIA,ALBERICO DA ROSCI.C,14,,152,1291,7
6589,VIA,ALBERICO DA ROSCI.C,15,,152,1291,7
6589,VIA,ALBERICO DA ROSCI.C,16,,152,1291,7
6589,VIA,ALBERICO DA ROSCI.C,18,,152,1291,7
6589,VIA,ALBERICO DA ROSCI.C,21,,152,1291,7
1384,VIA,ALBERTARIO DAVIDE,1,,125,1242,2
1384,VIA,ALBERTARIO DAVIDE,2,,125,1242,2
1384,VIA,ALBERTARIO DAVIDE,4,,125,1242,2
1384,VIA,ALBERTARIO DAVIDE,7,,125,1242,2
1384,VIA,ALBERTARIO DAVIDE,10,,125,1242,2
1384,VIA,ALBERTARIO DAVIDE,15,,125,1242,2
7167,VIA,ALBERTI LEON BATT,2,,149,449,8
7167,VIA,ALBERTI LEON BATT,3,,149,449,8
7167,VIA,ALBERTI LEON BATT,4,,149,449,8
7167,VIA,ALBERTI LEON BATT,5,,149,449,8
7167,VIA,ALBERTI LEON BATT,6,,149,449,8
7167,VIA,ALBERTI LEON BATT,8,,149,449,8
7167,VIA,ALBERTI LEON BATT,10,,149,449,8
7167,VIA,ALBERTI LEON BATT,12,,149,449,8
6561,VIA,ALBERTINELLI MARIO,2,,148,1556,7
6561,VIA,ALBERTINELLI MARIO,4,,148,1556,7
6561,VIA,ALBERTINELLI MARIO,5,,148,1556,7
6561,VIA,ALBERTINELLI MARIO,6,,148,1556,7
6561,VIA,ALBERTINELLI MARIO,7,,148,1556,7
6561,VIA,ALBERTINELLI MARIO,9,,148,1059,7
6561,VIA,ALBERTINELLI MARIO,10,,148,1059,7
6561,VIA,ALBERTINELLI MARIO,12,,148,1059,7
6561,VIA,ALBERTINELLI MARIO,14,,148,1059,7
7377,VIA,ALBERTINI ALFREDO,2,,154,417,1
7377,VIA,ALBERTINI ALFREDO,3,,154,431,8
7377,VIA,ALBERTINI ALFREDO,4,,154,417,1
7377,VIA,ALBERTINI ALFREDO,6,,154,417,1
7377,VIA,ALBERTINI ALFREDO,9,,154,431,8
1068,VIA,ALBERTINI LUIGI,18,,121,505,1
6188,VIA,ALBERTO D.GIUSSANO,1,,145,353,7
6188,VIA,ALBERTO D.GIUSSANO,1,A,145,353,7
6188,VIA,ALBERTO D.GIUSSANO,4,,145,350,1
6188,VIA,ALBERTO D.GIUSSANO,6,,145,350,1
6188,VIA,ALBERTO D.GIUSSANO,7,,145,351,8
6188,VIA,ALBERTO D.GIUSSANO,8,,145,350,1
6188,VIA,ALBERTO D.GIUSSANO,9,,145,351,8
6188,VIA,ALBERTO D.GIUSSANO,11,,145,351,8
6188,VIA,ALBERTO D.GIUSSANO,12,,145,350,1
6188,VIA,ALBERTO D.GIUSSANO,14,,145,350,1
6188,VIA,ALBERTO D.GIUSSANO,15,,145,351,8
6188,VIA,ALBERTO D.GIUSSANO,16,,145,350,1
6188,VIA,ALBERTO D.GIUSSANO,17,,145,351,8
6188,VIA,ALBERTO D.GIUSSANO,18,,145,350,1
6188,VIA,ALBERTO D.GIUSSANO,20,,145,350,1
6188,VIA,ALBERTO D.GIUSSANO,21,,145,351,8
6188,VIA,ALBERTO D.GIUSSANO,22,,145,350,1
6188,VIA,ALBERTO D.GIUSSANO,23,,145,351,8
6188,VIA,ALBERTO D.GIUSSANO,24,,145,350,1
6188,VIA,ALBERTO D.GIUSSANO,26,,145,350,1
6588,VIA,ALBERTO DA GANDINO,15,,152,204,7
6588,VIA,ALBERTO DA GANDINO,16,,152,204,7
6588,VIA,ALBERTO DA GANDINO,18,,152,204,7
6588,VIA,ALBERTO DA GANDINO,19,,152,204,7
6588,VIA,ALBERTO DA GANDINO,20,,152,204,7
6588,VIA,ALBERTO DA GANDINO,21,,152,204,7
6588,VIA,ALBERTO DA GANDINO,22,,152,204,7
6588,VIA,ALBERTO DA GANDINO,23,,152,204,7
6588,VIA,ALBERTO DA GANDINO,24,,152,204,7
6588,VIA,ALBERTO DA GANDINO,27,,152,204,7
7384,VIA,ALBERTOLLI GIOCON.,1,,156,1120,8
7384,VIA,ALBERTOLLI GIOCON.,3,,156,1120,8
7384,VIA,ALBERTOLLI GIOCON.,5,,156,1120,8
7384,VIA,ALBERTOLLI GIOCON.,6,,156,1120,8
7384,VIA,ALBERTOLLI GIOCON.,8,,156,1120,8
7384,VIA,ALBERTOLLI GIOCON.,10,,156,1120,8
7384,VIA,ALBERTOLLI GIOCON.,16,,156,1120,8
7384,VIA,ALBERTOLLI GIOCON.,18,,156,1120,8
4156,VIA,ALBINI FRANCO,3,,139,928,5
4156,VIA,ALBINI FRANCO,10,,139,928,5
4156,VIA,ALBINI FRANCO,12,,139,928,5
4156,VIA,ALBINI FRANCO,14,,139,928,5
6475,VIA,ALBINO,2,,147,326,7
6475,VIA,ALBINO,5,,147,326,7
6475,VIA,ALBINO,6,,147,326,7
6475,VIA,ALBINO,7,,147,326,7
6475,VIA,ALBINO,9,,147,326,7
6475,VIA,ALBINO,10,,147,326,7
6475,VIA,ALBINO,12,,147,326,7
4305,VIA,ALBINONI TOMASO,12,,141,181,5
6586,VIA,ALBONA,6,,152,1442,7
6586,VIA,ALBONA,7,,152,1442,7
6586,VIA,ALBONA,8,,152,1442,7
6586,VIA,ALBONA,9,,152,1442,7
6586,VIA,ALBONA,10,,152,1442,7
6586,VIA,ALBONA,11,,152,1442,7
6586,VIA,ALBONA,18,,152,1442,7
6586,VIA,ALBONA,20,,152,1442,7
337,VIA,ALBRICCI ALBERICO,1,,122,9,1
337,VIA,ALBRICCI ALBERICO,2,,122,9,1
337,VIA,ALBRICCI ALBERICO,2,A,121,9,1
337,VIA,ALBRICCI ALBERICO,3,,122,9,1
337,VIA,ALBRICCI ALBERICO,4,,122,9,1
337,VIA,ALBRICCI ALBERICO,4,A,122,9,1
337,VIA,ALBRICCI ALBERICO,4,B,121,9,1
337,VIA,ALBRICCI ALBERICO,5,,122,9,1
337,VIA,ALBRICCI ALBERICO,7,,122,9,1
337,VIA,ALBRICCI ALBERICO,8,,122,9,1
337,VIA,ALBRICCI ALBERICO,9,,122,9,1
337,VIA,ALBRICCI ALBERICO,10,,122,9,1
2625,VIA,ALCEO,2,,128,790,2
2625,VIA,ALCEO,4,,128,790,2
6814,VIA,ALCIATI AMBROGIO,1,,146,502,6
6814,VIA,ALCIATI AMBROGIO,5,,146,502,6
6814,VIA,ALCIATI AMBROGIO,7,,146,502,6
6814,VIA,ALCIATI AMBROGIO,11,,146,502,6
6814,VIA,ALCIATI AMBROGIO,15,,146,502,6
7165,VIA,ALCUINO,1,,149,444,8
7165,VIA,ALCUINO,2,,149,444,8
7165,VIA,ALCUINO,4,,149,444,8
7165,VIA,ALCUINO,5,,149,1772,8
7165,VIA,ALCUINO,7,,149,444,8
7165,VIA,ALCUINO,16,,149,444,8
7165,VIA,ALCUINO,18,,149,444,8
7461,VIA,ALDINI ANTONIO,4,,157,2064,8
7461,VIA,ALDINI ANTONIO,4,A,157,2064,8
7461,VIA,ALDINI ANTONIO,6,,157,2064,8
7461,VIA,ALDINI ANTONIO,7,,157,2064,8
7461,VIA,ALDINI ANTONIO,8,,157,2064,8
7461,VIA,ALDINI ANTONIO,10,,157,2064,8
7461,VIA,ALDINI ANTONIO,15,,157,2064,8
7461,VIA,ALDINI ANTONIO,16,,157,1154,8
7461,VIA,ALDINI ANTONIO,17,,157,2064,8
7461,VIA,ALDINI ANTONIO,19,,157,2064,8
7461,VIA,ALDINI ANTONIO,20,,157,1154,8
7461,VIA,ALDINI ANTONIO,21,,157,2064,8
7461,VIA,ALDINI ANTONIO,22,,157,1154,8
7461,VIA,ALDINI ANTONIO,25,,157,2064,8
7461,VIA,ALDINI ANTONIO,27,,157,1154,8
7461,VIA,ALDINI ANTONIO,28,,157,1154,8
7461,VIA,ALDINI ANTONIO,28,A,157,1154,8
7461,VIA,ALDINI ANTONIO,28,B,157,1154,8
7461,VIA,ALDINI ANTONIO,29,,157,1154,8
7461,VIA,ALDINI ANTONIO,31,,157,1154,8
7461,VIA,ALDINI ANTONIO,32,,157,1154,8
7461,VIA,ALDINI ANTONIO,33,,157,1154,8
7461,VIA,ALDINI ANTONIO,34,,157,1154,8
7461,VIA,ALDINI ANTONIO,35,,157,1154,8
7461,VIA,ALDINI ANTONIO,36,,157,1154,8
7461,VIA,ALDINI ANTONIO,37,,157,1154,8
7461,VIA,ALDINI ANTONIO,42,,157,1154,8
7461,VIA,ALDINI ANTONIO,43,,157,1154,8
7461,VIA,ALDINI ANTONIO,45,,157,1154,8
7461,VIA,ALDINI ANTONIO,47,,157,1154,8
7461,VIA,ALDINI ANTONIO,51,,157,1154,8
7461,VIA,ALDINI ANTONIO,52,,157,1154,8
7461,VIA,ALDINI ANTONIO,53,,157,1154,8
7461,VIA,ALDINI ANTONIO,55,,157,1154,8
7461,VIA,ALDINI ANTONIO,56,,157,1154,8
7461,VIA,ALDINI ANTONIO,57,,157,1154,8
7461,VIA,ALDINI ANTONIO,59,,157,1154,8
7461,VIA,ALDINI ANTONIO,61,,157,1154,8
7461,VIA,ALDINI ANTONIO,68,,157,1154,8
7461,VIA,ALDINI ANTONIO,70,,157,1154,8
7461,VIA,ALDINI ANTONIO,72,,157,1154,8
7461,VIA,ALDINI ANTONIO,74,,157,1154,8
7461,VIA,ALDINI ANTONIO,74,A,157,1154,8
7461,VIA,ALDINI ANTONIO,104,,157,1154,8
7461,VIA,ALDINI ANTONIO,106,,157,1154,8
7461,VIA,ALDINI ANTONIO,108,,157,1154,8
7461,VIA,ALDINI ANTONIO,110,,157,1154,8
6519,VIA,ALDOBRANDINI,11,,151,1103,7
6519,VIA,ALDOBRANDINI,12,,151,1103,7
2145,VIA,ALDROVANDI ULISSE,3,,129,631,3
2145,VIA,ALDROVANDI ULISSE,5,,129,631,3
2145,VIA,ALDROVANDI ULISSE,7,,129,631,3
2145,VIA,ALDROVANDI ULISSE,12,,129,631,3
7209,VIA,ALEARDI ALEARDO,1,,154,1507,8
7209,VIA,ALEARDI ALEARDO,2,,154,1507,8
7209,VIA,ALEARDI ALEARDO,3,,154,1507,8
7209,VIA,ALEARDI ALEARDO,4,,154,1507,8
7209,VIA,ALEARDI ALEARDO,5,,154,1507,8
7209,VIA,ALEARDI ALEARDO,6,,154,1507,8
7209,VIA,ALEARDI ALEARDO,7,,154,1507,8
7209,VIA,ALEARDI ALEARDO,8,,154,1507,8
7209,VIA,ALEARDI ALEARDO,9,,154,1507,8
7209,VIA,ALEARDI ALEARDO,10,,154,1507,8
7209,VIA,ALEARDI ALEARDO,11,,154,1507,8
7209,VIA,ALEARDI ALEARDO,12,,154,1507,8
7209,VIA,ALEARDI ALEARDO,13,,154,1507,8
7209,VIA,ALEARDI ALEARDO,14,,154,1507,8
7209,VIA,ALEARDI ALEARDO,15,,154,1507,8
7209,VIA,ALEARDI ALEARDO,17,,154,1559,8
7209,VIA,ALEARDI ALEARDO,19,,154,1559,8
7209,VIA,ALEARDI ALEARDO,20,,154,1507,8
7209,VIA,ALEARDI ALEARDO,22,,154,1507,8
7209,VIA,ALEARDI ALEARDO,24,,154,1559,8
7209,VIA,ALEARDI ALEARDO,26,,154,1559,8
7106,VLE,ALEMAGNA EMILIO,1,,121,415,1
7106,VLE,ALEMAGNA EMILIO,6,,121,415,1
7106,VLE,ALEMAGNA EMILIO,14,,121,415,1
6527,VIA,ALERAMI,1,,148,1103,7
6527,VIA,ALERAMI,5,,148,1103,7
6527,VIA,ALERAMI,7,,148,1103,7
6527,VIA,ALERAMI,9,,148,1103,7
6527,VIA,ALERAMI,22,,148,1691,7
6527,VIA,ALERAMI,23,,148,1691,7
6527,VIA,ALERAMI,25,,148,1691,7
6527,VIA,ALERAMI,27,,148,1691,7
6527,VIA,ALERAMI,28,,148,1691,7
6527,VIA,ALERAMI,31,,148,1691,7
5109,VIA,ALESSANDRIA,1,,144,306,6
5109,VIA,ALESSANDRIA,3,,144,306,6
5109,VIA,ALESSANDRIA,4,,144,306,6
5109,VIA,ALESSANDRIA,5,,144,306,6
5109,VIA,ALESSANDRIA,6,,144,306,6
5109,VIA,ALESSANDRIA,7,,144,306,6
5109,VIA,ALESSANDRIA,8,,144,306,6
5169,VIA,ALESSI GALEAZZO,1,,123,257,1
5169,VIA,ALESSI GALEAZZO,2,,123,257,1
5169,VIA,ALESSI GALEAZZO,4,,123,257,1
5169,VIA,ALESSI GALEAZZO,5,,123,257,1
5169,VIA,ALESSI GALEAZZO,6,,123,257,1
5169,VIA,ALESSI GALEAZZO,7,,123,257,1
5169,VIA,ALESSI GALEAZZO,8,,123,257,1
5169,VIA,ALESSI GALEAZZO,10,,123,257,1
5169,VIA,ALESSI GALEAZZO,11,,123,264,1
5169,VIA,ALESSI GALEAZZO,13,,123,264,1
5169,VIA,ALESSI GALEAZZO,15,,123,264,1
1726,PZA,ALFIERI EMILIO,1,,158,1175,9
1726,PZA,ALFIERI EMILIO,3,,158,1175,9
1726,PZA,ALFIERI EMILIO,7,,158,1175,9
1726,PZA,ALFIERI EMILIO,9,,158,1175,9
7120,VIA,ALFIERI VITTORIO,5,,154,462,1
7120,VIA,ALFIERI VITTORIO,7,,154,462,1
7120,VIA,ALFIERI VITTORIO,9,,154,462,1
7120,VIA,ALFIERI VITTORIO,11,,154,461,1
7120,VIA,ALFIERI VITTORIO,12,,154,461,1
7120,VIA,ALFIERI VITTORIO,15,,154,461,1
7120,VIA,ALFIERI VITTORIO,16,,154,461,1
7120,VIA,ALFIERI VITTORIO,17,,154,461,1
7120,VIA,ALFIERI VITTORIO,18,,154,461,1
6427,VIA,ALGARDI ALESSANDRO,2,,148,1476,8
6427,VIA,ALGARDI ALESSANDRO,4,,148,1476,8
6427,VIA,ALGARDI ALESSANDRO,5,,148,1476,8
6427,VIA,ALGARDI ALESSANDRO,7,,148,1476,8
6427,VIA,ALGARDI ALESSANDRO,9,,148,1476,8
6427,VIA,ALGARDI ALESSANDRO,11,,148,1476,8
6427,VIA,ALGARDI ALESSANDRO,13,,148,1476,8
1161,VIA,ALGAROTTI FRANC.,1,,124,582,9
1161,VIA,ALGAROTTI FRANC.,1,A,124,582,9
1161,VIA,ALGAROTTI FRANC.,2,,124,582,9
1161,VIA,ALGAROTTI FRANC.,3,,124,582,9
1161,VIA,ALGAROTTI FRANC.,3,B,124,582,9
1161,VIA,ALGAROTTI FRANC.,3,C,124,582,9
1161,VIA,ALGAROTTI FRANC.,4,,124,582,9
1161,VIA,ALGAROTTI FRANC.,18,,124,573,2
1161,VIA,ALGAROTTI FRANC.,20,,124,573,2
2453,VIA,ALGHERO,3,,128,1369,2
2453,VIA,ALGHERO,11,,128,1369,2
2453,VIA,ALGHERO,12,,128,1369,2
2453,VIA,ALGHERO,15,,128,1369,2
2453,VIA,ALGHERO,18,,128,1369,2
2453,VIA,ALGHERO,19,,128,1369,2
2453,VIA,ALGHERO,22,,128,1369,2
6107,VIA,ALLEGRANZA GIUS,4,,144,368,7
6107,VIA,ALLEGRANZA GIUS,4,A,144,368,7
6107,VIA,ALLEGRANZA GIUS,5,,144,368,7
6107,VIA,ALLEGRANZA GIUS,6,,144,368,7
6107,VIA,ALLEGRANZA GIUS,6,A,144,368,7
6107,VIA,ALLEGRANZA GIUS,7,,144,368,7
6107,VIA,ALLEGRANZA GIUS,14,,144,368,7
6107,VIA,ALLEGRANZA GIUS,16,,100,368,7
1305,LGO,ALLEGRI GINO,4,,159,567,9
1305,LGO,ALLEGRI GINO,6,,159,567,9
6660,VIA,ALLODOLA,5,,147,1032,6
6660,VIA,ALLODOLA,8,,147,1401,6
6660,VIA,ALLODOLA,10,,147,1401,6
6660,VIA,ALLODOLA,12,,147,1401,6
6660,VIA,ALLODOLA,16,,147,1032,6
6560,VIA,ALLORI CRISTOFORO,2,,148,1556,7
6560,VIA,ALLORI CRISTOFORO,4,,148,1556,7
6560,VIA,ALLORI CRISTOFORO,6,,148,1556,7
6560,VIA,ALLORI CRISTOFORO,8,,148,1556,7
6560,VIA,ALLORI CRISTOFORO,10,,148,1556,7
6560,VIA,ALLORI CRISTOFORO,12,,148,1556,7
6560,VIA,ALLORI CRISTOFORO,14,,148,1556,7
6560,VIA,ALLORI CRISTOFORO,16,,148,1556,7
6560,VIA,ALLORI CRISTOFORO,18,,148,1556,7
6560,VIA,ALLORI CRISTOFORO,20,,148,1556,7
6560,VIA,ALLORI CRISTOFORO,22,,148,1556,7
6560,VIA,ALLORI CRISTOFORO,24,,148,1556,7
6560,VIA,ALLORI CRISTOFORO,26,,148,1556,7
6560,VIA,ALLORI CRISTOFORO,28,,148,1556,7
6560,VIA,ALLORI CRISTOFORO,30,,148,1556,7
6560,VIA,ALLORI CRISTOFORO,32,,148,1556,7
6560,VIA,ALLORI CRISTOFORO,34,,148,1556,7
6560,VIA,ALLORI CRISTOFORO,36,,148,1556,7
5391,VIA,ALMERICO DA SCHIO,1,,146,1028,6
5391,VIA,ALMERICO DA SCHIO,2,,146,1028,6
5391,VIA,ALMERICO DA SCHIO,3,,146,1028,6
5391,VIA,ALMERICO DA SCHIO,4,,146,1028,6
5391,VIA,ALMERICO DA SCHIO,5,,146,1028,6
5391,VIA,ALMERICO DA SCHIO,7,,146,1028,6
5391,VIA,ALMERICO DA SCHIO,8,,146,1028,6
5391,VIA,ALMERICO DA SCHIO,12,,146,1028,6
1153,VIA,ALSERIO,1,,159,547,9
1153,VIA,ALSERIO,3,,159,580,9
1153,VIA,ALSERIO,5,,159,580,9
1153,VIA,ALSERIO,5,A,159,580,9
1153,VIA,ALSERIO,6,,159,547,9
1153,VIA,ALSERIO,7,,159,580,9
1153,VIA,ALSERIO,9,,159,580,9
1153,VIA,ALSERIO,10,,159,547,9
1153,VIA,ALSERIO,13,,159,580,9
1153,VIA,ALSERIO,15,,159,580,9
1153,VIA,ALSERIO,16,,159,580,9
1153,VIA,ALSERIO,17,,159,580,9
1153,VIA,ALSERIO,19,,159,580,9
1153,VIA,ALSERIO,20,,159,580,9
1153,VIA,ALSERIO,22,,159,580,9
1153,VIA,ALSERIO,23,,159,580,9
1153,VIA,ALSERIO,24,,159,580,9
1153,VIA,ALSERIO,25,,159,580,9
1153,VIA,ALSERIO,28,,159,580,9
1153,VIA,ALSERIO,30,,159,580,9
4058,VIA,ALTAGUARDIA,1,,135,215,5
4058,VIA,ALTAGUARDIA,2,,135,215,5
4058,VIA,ALTAGUARDIA,3,,135,215,5
4058,VIA,ALTAGUARDIA,4,,135,215,5
4058,VIA,ALTAGUARDIA,6,,135,215,5
4058,VIA,ALTAGUARDIA,8,,135,215,5
4058,VIA,ALTAGUARDIA,8,A,135,215,5
4058,VIA,ALTAGUARDIA,9,,135,215,5
4058,VIA,ALTAGUARDIA,9,A,135,215,5
4058,VIA,ALTAGUARDIA,10,,135,215,5
4058,VIA,ALTAGUARDIA,11,,135,215,5
4058,VIA,ALTAGUARDIA,12,,135,215,5
4058,VIA,ALTAGUARDIA,14,,135,215,5
4058,VIA,ALTAGUARDIA,15,,135,215,5
4058,VIA,ALTAGUARDIA,17,,135,215,5
6576,VIA,ALTAMURA SAVERIO,1,,148,1688,7
6576,VIA,ALTAMURA SAVERIO,2,,148,1688,7
6576,VIA,ALTAMURA SAVERIO,4,,148,1688,7
6576,VIA,ALTAMURA SAVERIO,6,,148,1688,7
6576,VIA,ALTAMURA SAVERIO,7,,148,1688,7
6576,VIA,ALTAMURA SAVERIO,8,,148,1688,7
6576,VIA,ALTAMURA SAVERIO,10,,148,1688,7
6576,VIA,ALTAMURA SAVERIO,11,,148,1688,7
6576,VIA,ALTAMURA SAVERIO,14,,148,1688,7
6576,VIA,ALTAMURA SAVERIO,15,,148,1688,7
6576,VIA,ALTAMURA SAVERIO,16,,148,1688,7
6576,VIA,ALTAMURA SAVERIO,17,,148,1688,7
6576,VIA,ALTAMURA SAVERIO,18,,148,2017,7
6576,VIA,ALTAMURA SAVERIO,19,,148,2017,7
6576,VIA,ALTAMURA SAVERIO,20,,148,2017,7
6576,VIA,ALTAMURA SAVERIO,21,,148,2017,7
6576,VIA,ALTAMURA SAVERIO,23,,148,2017,7
6576,VIA,ALTAMURA SAVERIO,24,,148,2017,7
6204,VIA,ALTINO,2,,144,372,7
6204,VIA,ALTINO,3,,144,372,7
6204,VIA,ALTINO,4,,144,372,7
6204,VIA,ALTINO,5,,144,372,7
6204,VIA,ALTINO,6,,144,372,7
6640,VIA,ALUNNO NICOLO,4,,147,1078,7
6640,VIA,ALUNNO NICOLO,8,,147,1078,7
6640,VIA,ALUNNO NICOLO,9,,147,1078,7
6640,VIA,ALUNNO NICOLO,10,,147,1078,7
6640,VIA,ALUNNO NICOLO,11,,147,1078,7
6640,VIA,ALUNNO NICOLO,12,,147,1078,7
6640,VIA,ALUNNO NICOLO,13,,147,1078,7
6640,VIA,ALUNNO NICOLO,14,,147,1078,7
6640,VIA,ALUNNO NICOLO,15,,147,1078,7
6640,VIA,ALUNNO NICOLO,17,,147,1078,7
6640,VIA,ALUNNO NICOLO,18,,147,1078,7
6640,VIA,ALUNNO NICOLO,18,A,147,1078,7
6640,VIA,ALUNNO NICOLO,19,,147,1078,7
6640,VIA,ALUNNO NICOLO,20,,147,1078,7
6640,VIA,ALUNNO NICOLO,21,,147,1078,7
6640,VIA,ALUNNO NICOLO,22,,147,1078,7
6640,VIA,ALUNNO NICOLO,23,,147,1078,7
6640,VIA,ALUNNO NICOLO,24,,147,1078,7
6640,VIA,ALUNNO NICOLO,25,,147,1078,7
2608,VIA,ALVARO CORRADO,1,,128,1314,2
2608,VIA,ALVARO CORRADO,2,,128,1314,2
2608,VIA,ALVARO CORRADO,3,,128,1314,2
2608,VIA,ALVARO CORRADO,4,,128,1314,2
2608,VIA,ALVARO CORRADO,5,,128,1314,2
2608,VIA,ALVARO CORRADO,6,,128,1314,2
2608,VIA,ALVARO CORRADO,7,,128,1314,2
2608,VIA,ALVARO CORRADO,8,,128,1314,2
2608,VIA,ALVARO CORRADO,9,,128,1314,2
2608,VIA,ALVARO CORRADO,10,,128,1314,2
2608,VIA,ALVARO CORRADO,11,,128,1314,2
2608,VIA,ALVARO CORRADO,12,,128,1314,2
3228,VIA,AMADEO G.A.,3,,133,844,3
3228,VIA,AMADEO G.A.,11,,133,844,3
3228,VIA,AMADEO G.A.,14,,133,848,3
3228,VIA,AMADEO G.A.,24,,133,848,3
3228,VIA,AMADEO G.A.,26,,133,848,3
3228,VIA,AMADEO G.A.,27,,133,844,3
3228,VIA,AMADEO G.A.,28,,133,848,3
3228,VIA,AMADEO G.A.,29,,133,844,3
3228,VIA,AMADEO G.A.,30,,133,848,3
3228,VIA,AMADEO G.A.,32,,133,848,3
3228,VIA,AMADEO G.A.,33,,133,838,3
3228,VIA,AMADEO G.A.,35,,133,838,3
3228,VIA,AMADEO G.A.,37,,133,838,3
3228,VIA,AMADEO G.A.,39,,133,1318,3
3228,VIA,AMADEO G.A.,40,,133,839,3
3228,VIA,AMADEO G.A.,41,,133,839,3
3228,VIA,AMADEO G.A.,42,,133,839,3
3228,VIA,AMADEO G.A.,43,,134,839,3
3228,VIA,AMADEO G.A.,46,,133,839,3
3228,VIA,AMADEO G.A.,48,,133,839,3
3228,VIA,AMADEO G.A.,52,,133,839,3
3228,VIA,AMADEO G.A.,53,,133,839,3
3228,VIA,AMADEO G.A.,54,,133,839,3
3228,VIA,AMADEO G.A.,55,,133,837,3
3228,VIA,AMADEO G.A.,57,,134,837,3
3228,VIA,AMADEO G.A.,59,,134,837,3
3228,VIA,AMADEO G.A.,60,,134,837,3
3228,VIA,AMADEO G.A.,75,,134,837,3
3228,VIA,AMADEO G.A.,78,,134,837,3
3228,VIA,AMADEO G.A.,79,,134,837,3
3228,VIA,AMADEO G.A.,80,,134,837,3
3228,VIA,AMADEO G.A.,82,,134,837,3
3228,VIA,AMADEO G.A.,85,,134,837,3
3228,VIA,AMADEO G.A.,86,,134,837,3
3228,VIA,AMADEO G.A.,88,,134,837,3
3228,VIA,AMADEO G.A.,90,,134,837,3
2506,VIA,AMALFI,1,1,128,117,2
2506,VIA,AMALFI,3,,128,117,2
2506,VIA,AMALFI,11,,128,117,2
2506,VIA,AMALFI,15,,128,117,2
2506,VIA,AMALFI,17,,128,117,2
2506,VIA,AMALFI,19,,128,117,2
2506,VIA,AMALFI,21,,128,117,2
2506,VIA,AMALFI,23,,128,117,2
2506,VIA,AMALFI,27,,128,117,2
2506,VIA,AMALFI,41,,128,117,2
6748,VIA,AMANTEA,4,,153,2210,7
6748,VIA,AMANTEA,5,,153,2210,7
6748,VIA,AMANTEA,6,,153,2210,7
6748,VIA,AMANTEA,8,,153,2210,7
6748,VIA,AMANTEA,19,,153,2210,7
7181,VIA,AMARI MICHELE,6,,155,493,8
7181,VIA,AMARI MICHELE,8,,155,493,8
7181,VIA,AMARI MICHELE,16,,155,493,8
7181,VIA,AMARI MICHELE,18,,155,493,8
6629,PZA,AMATI CARLO,1,,147,2021,7
6629,PZA,AMATI CARLO,3,,147,2021,7
6629,PZA,AMATI CARLO,6,,147,1976,7
571,VIA,AMBROSIANA,20,,123,13,1
571,VIA,AMBROSIANA,22,,123,13,1
6317,PZA,AMBROSOLI GIORGIO,1,,144,375,7
6317,PZA,AMBROSOLI GIORGIO,3,,144,375,7
529,VIA,AMEDEI,1,,123,1352,1
529,VIA,AMEDEI,2,,123,1352,1
529,VIA,AMEDEI,3,,123,1352,1
529,VIA,AMEDEI,4,,123,1352,1
529,VIA,AMEDEI,5,,123,1352,1
529,VIA,AMEDEI,6,,123,1352,1
529,VIA,AMEDEI,8,,123,1352,1
529,VIA,AMEDEI,9,,123,1352,1
529,VIA,AMEDEI,11,,123,1352,1
529,VIA,AMEDEI,15,,123,1352,1
2095,VIA,AMEDEO D'AOSTA,2,,129,655,3
2095,VIA,AMEDEO D'AOSTA,3,,129,655,3
2095,VIA,AMEDEO D'AOSTA,5,,129,1503,3
2095,VIA,AMEDEO D'AOSTA,6,,129,1503,3
